uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,identificationHistoryID,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"37c63f91-ef23-4ec0-9d1b-a23eefd86bf5","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"lichen",0.50,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"854811a7-3613-4ba0-8fbd-443f0e950332","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BOCU","Bouteloua curtipendula (Michx.) Torr.","species","Poaceae","N",,,,,,,,6.00,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"60fdedfd-350c-4891-b0aa-7cd6783ec788","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ANGE","Andropogon gerardii Vitman","species","Poaceae","N",,,,,,,,11.00,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"14e49f77-1efd-42c1-8045-212bad74d2e5","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"standingDeadHerbaceous",4.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"64db80e4-5a2a-43b5-8b34-004bb0ce9430","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ULMUS","Ulmus sp.","genus","Ulmaceae","UNK",,,,,,,,5.00,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"ea73c9d4-0952-4d2e-8083-cd1f2ba27c61","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","JUVI","Juniperus virginiana L.","species","Cupressaceae","N",,,,,,,,0.50,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"86fa6bdc-66ae-4bda-9d10-5065e25149b7","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","OLRI","Oligoneuron rigidum (L.) Small","species","Asteraceae","N",,,,,,,,2.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"c238e8e7-754b-430b-98bf-2344f33ede20","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","40_1_3","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SYOR","Symphoricarpos orbiculatus Moench","species","Caprifoliaceae","N",,,,,,,,0.50,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"a09b5ef6-dea3-4c98-a8d8-352a00330c69","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SONU2","Sorghastrum nutans (L.) Nash","species","Poaceae","N",,,,,,,,3.00,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"e8af2025-c725-4d6f-89ad-a08bcfeffc11","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","40_1_3","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","TRFL2","Tridens flavus (L.) Hitchc.","species","Poaceae","N",,,,,,,,0.50,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"c5a221e3-023b-47e8-ab72-50c0715e3079","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"scat",1.00,"N",,"Cattle","0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"657ceab8-8599-44ae-895e-44ec8bc24f0a","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","41_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ANGE","Andropogon gerardii Vitman","species","Poaceae","N",,,,,,,,11.00,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"d270ea7d-502e-48a2-b2ad-1f85fbb773f2","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SYOB","Symphyotrichum oblongifolium (Nutt.) G.L. Nesom","species","Asteraceae","N",,,,,,,,2.00,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"8fe663df-6607-4284-a36c-d008972a708c","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","40_1_3","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BOHI2","Bouteloua hirsuta Lag.","species","Poaceae","N",,,,,,,,1.00,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"4ff5fede-93db-48b7-bf11-0fa674073c86","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","STLI2","Stenosiphon linifolius (Nutt. ex James) Heynh.","species","Onagraceae","N",,,,,,,,0.50,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"39d33026-cf15-4b69-8b05-e1c5ce40cc45","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","LIIN2","Lithospermum incisum Lehm.","species","Boraginaceae","N",,,,,,,,0.50,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"ba5c43d0-3ca7-416b-8f1e-299de7fafb28","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","RHGL","Rhus glabra L.","species","Anacardiaceae","N",,,,,,,,3.00,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"38432de1-372f-4cf3-83a8-9a0d42ed68e6","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"standingDeadWoody",0.50,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"95c01faa-61a3-43e9-a486-f3a3501348f1","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","HEHI2","Helianthus hirsutus Raf.","species","Asteraceae","N",,,,,,,,2.00,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"1718a874-317e-4ef2-aa6d-5af3f30290f5","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ANGE","Andropogon gerardii Vitman","species","Poaceae","N",,,,,,,,9.00,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"a720a3a2-21fc-4c9a-92c9-dc0806850874","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CODR","Cornus drummondii C.A. Mey.","species","Cornaceae","N",,,,,,,,10.00,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"13948e6d-19d6-4a0c-b515-c7367eafb8bc","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BOCU","Bouteloua curtipendula (Michx.) Torr.","species","Poaceae","N",,,,,,,,3.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"57543c01-c1f3-416e-aef1-a1499c0d4fe3","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","TORA2","Toxicodendron radicans (L.) Kuntze","species","Anacardiaceae","N",,,,,,,,6.00,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"f4b5f942-4428-45e4-8334-911ed312b8e7","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","41_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SPHE","Sporobolus heterolepis (A. Gray) A. Gray","species","Poaceae","N",,,,,,,,2.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"47749dfa-3cc1-444c-a93c-ca7b380cf31a","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","41_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ASVE","Asclepias verticillata L.","species","Asclepiadaceae","N",,,,,,,,0.50,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"217dc4aa-a0af-4f3f-a051-30d9652341fc","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","TRRA5","Tragia ramosa Torr.","species","Euphorbiaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"c30c15e6-7a33-40c2-a3e3-0fae5fb6f4c2","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"litter",51.00,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"4278800f-d422-4ccb-b0be-902a605dcbfb","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","41_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SONU2","Sorghastrum nutans (L.) Nash","species","Poaceae","N",,,,,,,,1.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"3a819e38-29ef-47d6-bea8-b2222d4b7e11","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","DEGL5","Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood","species","Fabaceae","N",,,,,,,,17.00,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"c9a0c37c-6ac2-4756-b98d-55f31fdcc3ee","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"standingDeadHerbaceous",0.50,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"8aa88503-dbc3-421c-982f-2da82d4a5cce","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ONBEB","Onosmodium bejariense DC. ex A. DC. var. bejariense","variety","Boraginaceae","N",,,,,,,,5.00,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"33ac244b-16b7-4206-9d23-603341e6f063","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SYOR","Symphoricarpos orbiculatus Moench","species","Caprifoliaceae","N",,,,,,,,0.50,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"1db385de-47f7-40a8-b6ff-208cff399c94","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","41_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"rock",12.00,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"d34280f6-e9f8-401b-8427-9ade8fd4d081","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SONU2","Sorghastrum nutans (L.) Nash","species","Poaceae","N",,,,,,,,0.50,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"f0246a63-9408-436c-ae71-f62fa3196ba0","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","MINU6","Mimosa nuttallii (DC. ex Britton & Rose) B.L. Turner","species","Fabaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"92ef0952-3f06-43dd-b62c-0959dc30160f","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"soil",87.00,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"034f8aa2-fa49-4d92-ab58-c64a69ed67ff","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","AMCA6","Amorpha canescens Pursh","species","Fabaceae","N",,,,,,,,2.00,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"43150dc6-4fb3-4041-87c6-b8fc586943ec","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CAREX","Carex sp.","genus","Cyperaceae","UNK",,,,,,,,2.00,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"a9d16eb9-e8b1-4c32-9b65-65b11fe312da","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","SPCO16","Sporobolus compositus (Poir.) Merr.","species","Poaceae","N",,,,,,,,1.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"d4e4e153-ef94-403d-be85-9c37db5a5bab","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","40_1_3","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CESC","Celastrus scandens L.","species","Celastraceae","N",,,,,,,,3.00,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"449e76e8-8aa8-43e1-92de-69070170e832","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","OLRI","Oligoneuron rigidum (L.) Small","species","Asteraceae","N",,,,,,,,1.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"9f235c8f-9793-41ea-81bd-ca51dd8fc03a","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","HEHI2","Helianthus hirsutus Raf.","species","Asteraceae","N",,,,,,,,0.50,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"04ef35b9-8da4-4512-90a5-d3298c30ac70","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","40_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"litter",91.00,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"4f8ae5f4-e5dd-47e5-83bb-2ff5fe5290e2","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","40_1_3","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ASVE","Asclepias verticillata L.","species","Asclepiadaceae","N",,,,,,,,0.50,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"4e61da68-e2ff-46c6-88ac-2cbae987215d","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"standingDeadWoody",0.50,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"9af32820-bf3f-4ec7-9d12-37caabdf14fe","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BOCU","Bouteloua curtipendula (Michx.) Torr.","species","Poaceae","N",,,,,,,,2.00,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"5ddbe7b2-60fc-45d7-b37b-abde553233f7","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"standingDeadHerbaceous",0.50,"N",,,"0000-0002-2135-1091","0009-0007-0065-0408","OK",,"OK - no known exceptions"
"022a8351-bd4c-4af2-a9f1-065da37988d2","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"rock",24.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"80e8c6e5-dbc2-440d-a6c1-4c05db86b63c","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","41_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"rock",3.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"0edd7712-8299-4aa0-a81b-01740e53fb6b","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","DAPU5","Dalea purpurea Vent.","species","Fabaceae","N",,,,,,,,0.50,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"89f6d6ef-6530-4299-bc34-828900cc999a","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","31_1_1","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","HEHI2","Helianthus hirsutus Raf.","species","Asteraceae","N",,,,,,,,3.00,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"cf3e0325-87f4-45e6-a0bc-03467626ed37","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BOHI2","Bouteloua hirsuta Lag.","species","Poaceae","N",,,,,,,,2.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"9717bdf2-341a-4bf8-b852-e186ea9a5338","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"wood",0.50,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
"83bfc887-994e-4cae-b537-e73664bc75eb","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","41_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","CODR","Cornus drummondii C.A. Mey.","species","Cornaceae","N",,,,,,,,16.00,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"129b1567-5220-461e-98a2-4d7bac724e50","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","41_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","BREU","Brickellia eupatorioides (L.) Shinners","species","Asteraceae","N",,,,,,,,0.50,"N",,,"0000-0001-6709-8856","0009-0009-0088-3476","OK",,"OK - no known exceptions"
"d1638dad-2a54-47a7-aa5c-d196552411cc","KONZ_004.basePlot.div","D06","KONZ",39.110568,-96.550145,"WGS84",20.21,374.5,0.3,"distributed","grasslandHerbaceous","KONZ_004","41_1_4","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","otherVariables","Y","Y",,,,,,,,,,,,"litter",4.00,"N",,,"0009-0008-0206-5066","0009-0008-1640-2860","OK",,"OK - no known exceptions"
"5f5c3d4f-ce09-4494-93c0-63cb2a03fd5e","KONZ_024.basePlot.div","D06","KONZ",39.110903,-96.552209,"WGS84",20.23,351.0,0.2,"distributed","deciduousForest","KONZ_024","32_1_2","2025-08-14",1,"KONZ.1.2025","NEON.DOC.014042vM","plantSpecies","Y","Y","ASVE","Asclepias verticillata L.","species","Asclepiadaceae","N",,,,,,,,5.00,"N",,,"0000-0001-6709-8856","0009-0007-4206-7018","OK",,"OK - no known exceptions"
